placekey,safegraph_place_id,location_name,street_address,city,naics_code,latitude,longitude,postal_code
222-222@63f-rvw-5fz,sg:28f9990c34a24f33bcf99f7f03482355,Precision Glass,780 Radford St,Christiansburg,238150,37.127051,-80.42330600000001,24073
223-222@63f-yc3-mzf,sg:72f93d42072742a8b4bedeced2bf7a06,Carilion Clinic Plastic and Reconstructive Surgery Blacksburg,817 Davis St Ste 2,Blacksburg,621111,37.186659999999996,-80.414146,24060
zzw-222@63f-s4t-5fz,sg:f466047f5adf4de69feedaca3fdc606b,The Car Doctors,927 W Main St,Radford,811111,37.128462,-80.58531500000001,24141
224-222@63r-syb-zvf,sg:274199d3d3504474aca6e0eb08d99504,Integrated Sports Medicine & Physical Therapy,19500 Sandridge Way Ste 230,Lansdowne,621340,39.076214,-77.480354,20176
229-222@63f-rw3-3h5,sg:2cf3ef7625114cf3b898e93f29c0d4b6,Childress Insurance Agency,46 W Main St,Christiansburg,524210,37.128969,-80.40954,24073
223-222@63f-yc2-py9,sg:85a1dce34a794821963c882ec7f3349a,Domino's Pizza,426 Peppers Fry Rd NW,Christiansburg,722513,37.161776,-80.432277,24073
222-222@63f-yc2-d7q,sg:97b7ddc3493841f6890db56bfdb890e7,The Farmhouse Restaurant,285 Ridinger St,Christiansburg,722511,37.153422,-80.421832,24073
zzw-223@63f-wht-tvz,sg:21dbfb6118664d37898942f272e9ea4e,Boys & Girls Clubs of America,4179 Oldtown Rd,Shawsville,624110,37.172579999999996,-80.247794,24162
222-222@63f-s36-yvz,sg:9ffbe703f734422bb7e5ab38949a9059,Exxon Mobil,5149 State Park Rd,Dublin,447110,37.085291,-80.651168,24084
zzz-222@63f-yb6-c3q,sg:b4b9c31aa15c429d9aa6b54171ba4f10,Haven Heights Park,Milton Lane & Haven Dr,Radford,712190,37.130069,-80.544028,24141
222-222@63r-srr-nnq,sg:ce999d5be6a24041802e8f3a709e1b7d,Capital One,401 E Market St,Leesburg,522110,39.110119,-77.55544300000001,20176
zzw-222@63f-rvr-9fz,sg:f06c1472012f43238a23610fe6d915eb,Faith Christian Church,305 Phlegar St,Christiansburg,813110,37.124515,-80.409876,24073
222-223@63f-ykr-bx5,sg:0360852eab7f4616b7bc9c14b4ac9344,Suzuki,7202 Lee Hwy,Fairlawn,441228,37.146762,-80.593025,24141
229-222@63r-sry-d5f,sg:25dbd2425e3c493ea8b675d2fcd9b2bd,Loudoun Abused Women's Shelter LAWS,105 E Market St,Leesburg,624221,39.114360999999995,-77.56281899999999,20176
zzy-222@63f-tx7-td9,sg:9215f3e63a184e99b976d5fe2c2ab0a6,Randall G Samples M D,5562 Cougar Trail Rd,Dublin,621111,37.09709,-80.718259,24084
22c-223@63f-yry-6x5,sg:dc7b38daa91645fb93289aa0e4d26017,7-Eleven,1350 N Main St,Blacksburg,445120,37.245967,-80.414612,24060
zzw-228@63r-srz-dy9,sg:80ba921d496b4dc88f202a79a1fd84b1,Gap,241 Fort Evans Rd NE Ste 601,Leesburg,448140,39.106912,-77.538471,20176
224-222@63r-ss2-35z,sg:63b33eaa43d54ad283e3f87580477127,Cicis,500 Fort Evans Rd Unit 1A,Leesburg,722513,39.108034,-77.530929,20176
227-222@63r-ss2-45f,sg:c9917902450c4da787a655fb34d15870,Century 21 Real Estate,540 Fort Evans Rd Ste 303,Leesburg,531210,39.106454,-77.52691899999999,20176
222-222@63r-srf-p7q,sg:1447444b4a054cbbba8a2cd4b084b476,Eagle AG,40337 Spectacular Bid Pl,Leesburg,517312,39.156473,-77.607846,20176
22t-222@63f-yb5-575,sg:0116fcc402e241df89a45040c0cba79a,BP,1800 E Main St,Radford,447110,37.141369,-80.556585,24141
222-223@63f-tx8-59f,sg:64cd15e52e5d486e92aadabaf462de63,Pulaski County Sr High,5414 Cougar Trail Rd,Dublin,611110,37.094489,-80.71863,24084
222-222@63f-yc3-m8v,sg:87bd071c14994d23a4995f8ec46bab71,LewisGale Physicians,825 Davis St,Merrimac,621111,37.187657,-80.414849,24060
222-222@63f-rt4-5mk,sg:f1cf58f6a4784ac9b2280fdab1f5f7b5,Village Barber Shop,3881 Riner Rd,Riner,812111,37.069086999999996,-80.442534,24149
229-223@63f-yb5-2p9,sg:6c1596b07b0e4ea1a49dce58cbd967cf,Dr C E Castleberry DC,1028 Grove Ave,Radford,621310,37.140044,-80.555012,24141
22h-222@63f-ybn-8y9,sg:22737beb74124a7c89c054ec0c7e5094,Hyatt Place,650 University City Blvd,Blacksburg,721110,37.23245,-80.431667,24060
224-222@63r-ss2-9xq,sg:7b85b99441c04d64b19e8a0f2a2720a1,Pets Run And Play,18461 Montview Sq,Leesburg,812910,39.1052,-77.521275,20176
222-223@63r-syc-rtv,sg:d37b97339ff148aa946de58752baf07b,Beauty Salon At The Clubhouse,19375 Magnolia Grove Sq,Lansdowne,812112,39.081264000000004,-77.472768,20176
223-222@63f-tx7-syv,sg:dc71cd77a6224f39805119543a7fc3a3,Nature's Remedy,4620B Lee Hwy,Dublin,446191,37.098661,-80.722487,24084
222-222@63f-wgz-kmk,sg:2d75483a330044c1a4deef4a456013ce,Shell Oil,2655 Roanoke St,Christiansburg,447110,37.137803000000005,-80.352374,24073
223-222@63r-ss2-d7q,sg:53d2fd51a3744840881cf955e46daa78,Staples,1019B Edwards Ferry Rd NE,Leesburg,453210,39.111869,-77.536909,20176
zzw-223@63f-ybq-mp9,sg:5eb73776b8544852bf3bc551628dc491,Mill Mountain Coffee & Tea,700 N Main St,Blacksburg,722515,37.234733,-80.419748,24060
224-222@63f-yc2-py9,sg:37951b4e226f4e1ba070dee3c6fed6aa,State Farm,430 Peppers Fry Rd NW,Christiansburg,524210,37.161761,-80.432418,24073
227-222@63f-rw3-v9f,sg:b8388a90e0aa4be592ccc2185e8b28b1,Lets Learn About CBD,275 Depot St NE,Christiansburg,621111,37.136095000000005,-80.409375,24073
22b-223@63r-syc-nyv,sg:bd85082e45a24da7aa94018abeb79b04,Urology Group,19415 Deerfield Ave Ste 112,Lansdowne,621111,39.079412,-77.47751600000001,20176
226-222@63r-sry-d7q,sg:e6a214655f5a4a34a9f32d09748b5cac,Freedom Bail Bonding Company,9 N King St,Leesburg,812990,39.115798,-77.564592,20176
224-222@63f-wgj-94v,sg:066f83e6fec146d089ca838c06c2d537,XFINITY by Comcast,1415 S Main St,Blacksburg,515210,37.215866,-80.399591,24060
224-222@63f-ybv-mrk,sg:5e70e5165e084fb9bdf8282161ff6b21,The Cut,782 New River Rd Ste 612,Christiansburg,812112,37.165447,-80.427666,24073
229-222@63f-ybp-mrk,sg:9611017f6162441dbefaa072675f8f4a,Sideline Orthopedics and Sports Medicine,250 S Main St Ste 224A,Blacksburg,622310,37.227663,-80.413035,24060
228-222@63r-syc-qj9,sg:69e0deb79de44100887a586bc79f31ba,Loudoun Orthodontics,19465 Deerfield Ave Ste 304,Lansdowne,621210,39.078223,-77.478473,20176
zzy-222@63f-yc4-xqz,sg:05d980de4ff643028d843707c2265b8d,Taylor Victoria J,3145 Yellow Sulphur Rd,Christiansburg,621999,37.178657,-80.39824300000001,24073
zzw-224@63f-ybv-4n5,sg:170ec81cd14141f2b7882768160f8ab7,The Enrichment Center At Adventure World Llc,200 Midway Plaza Dr NW,Christiansburg,624410,37.175284000000005,-80.422898,24073
222-222@63f-rw3-fcq,sg:7b725ae457964d4c88c7ae6abbf4b6b8,New River Valley CPR,275 Clearview Dr,Christiansburg,611699,37.131762,-80.420736,24073
223-222@63f-rs8-f2k,sg:863d1b311c9c49009b1a429033bdf5f2,Gearheart & Sons Garage,Box 215,Pilot,811111,37.052069,-80.363646,24138
zzy-225@63f-s3s-swk,sg:892069b82f814260bd9bc8680a779391,Jason V Naldo DPM,2900 Lamb Cir Ste L 760,Christiansburg,621111,37.088546,-80.505525,24073
224-222@63f-rw3-3qz,sg:c31415d5248f49aebe2f7d9391fd80a8,Dollar General,112 W Main St,Christiansburg,452319,37.127503999999995,-80.40999000000001,24073
222-222@63f-ybf-pgk,sg:2df837766f0044cea12e46ff2c0f46d8,Hethwood Foundation the Huntsman Swimming Pool,800 Hethwood Blvd,Blacksburg,423910,37.217515999999996,-80.452759,24060
zzw-222@63f-rvv-s89,sg:46976ab967cd4f769f90786c7615ad67,Wall & Associates Inc,693 Quesenberry St,Christiansburg,541213,37.127356,-80.42044399999999,24073
222-222@63f-ybm-cbk,sg:82c5b4caa4194546937b55fab002a373,Tall Oaks Montessori School,703 Tall Oaks Dr,Blacksburg,624410,37.213383,-80.444929,24060
222-222@63f-ybx-3wk,sg:28830df8f663462e8de747c0cfe0d1a2,McDonald's,1595 N Franklin St,Christiansburg,722513,37.150681,-80.414061,24073
zzw-222@63r-ss2-gtv,sg:5d9fd55344f8410abc1788e9a9a9b3ee,Great Clips,1008 Edwards Ferry Rd NE,Leesburg,812112,39.114212,-77.53594100000001,20176
222-222@63f-ybv-qvf,sg:98af218ce3194eae92613b238a86ea83,Gabor's Import Car Service,3925 S Main St,Christiansburg,811111,37.178095,-80.41482099999999,24073
224-222@63r-ss2-j7q,sg:f3bde6ed5e8344f28c8f19e805b6edce,McDonald's,965 Edwards Ferry Rd NE,Leesburg,722513,39.113101,-77.53882,20176
zzw-223@63r-syc-r8v,sg:e6a62659372945898c8881059de321dc,Leesburg Internal Medicine and Primary Care LLC,19455 Deerfield Ave,Lansdowne,621111,39.077653000000005,-77.477298,20176
zzw-229@63r-srz-f9f,sg:4ddcc8b391664faa984e7119d4a3a867,Eddie Bauer,241 Fort Evans Rd NE,Leesburg,448140,39.107849,-77.536424,20176
zzy-222@63f-rw3-v75,sg:7b2b88ecaf6c4e8fa71e3cca958c4925,Rosa L Peters Playground,300 Depot St NE,Christiansburg,713110,37.136904,-80.40922900000001,24073
222-228@63f-s3r-5mk,sg:b18e66717de64e9e98c5c6004db26044,Professional Rehab Associates,2875 Barn Rd,Christiansburg,621340,37.091805,-80.505749,24073
zzw-223@63r-syc-qj9,sg:ce8540210d114d39a63bfce5a4d02494,K Todd Burnett MSPT,19465 Deerfield Ave,Lansdowne,621340,39.078215,-77.478492,20176
226-222@63r-sry-f4v,sg:2c8b12bbe2d146d78f40ed1dcf8e5cb7,Loudoun Brewing Co,310 E Market St,Leesburg,312120,39.112815999999995,-77.559069,20176
zzy-222@63r-sy9-mrk,sg:7932af8783334dc1bc4002b39c0eeefb,Performance Edge,19277 Citrine Dr,Lansdowne,713940,39.082871000000004,-77.49511,20176
zzw-223@63r-ss3-qs5,sg:9a33da2b91be40e28f3d64432ac3c9df,GiGi's Hair Design,11 W Market St Ste 1,Leesburg,812112,39.11544,-77.565388,20176
224-222@63r-sry-kpv,sg:7cd44ca7a0b8423d8f0bf37461679464,Habitat for Humanity,700 Fieldstone Dr NE Ste 128,Leesburg,813219,39.125974,-77.545575,20176
226-222@63r-ss2-8y9,sg:fc3f51f284de49bbb2321ca68a839101,Lin's James Cafe,671 Potomac Station Dr NE,Leesburg,722511,39.099517999999996,-77.526134,20176
223-223@63f-ykx-rrk,sg:2a09b10a62644618a8845b0b2044ce72,Cellular Sales,7347 Peppers Ferry Blvd,Fairlawn,443142,37.149361999999996,-80.584263,24141
222-222@63f-wh9-tqf,sg:2a1b5b9d41c7449a9181bf4180222455,Hiwassee Ph Church,199 Helm Dr,Elliston,813110,37.217359,-80.228462,24087
zzw-222@63r-str-vj9,sg:40347a3dc816471a935f54995b4e051b,Whites Ferry Manor,42476 Whites Ferry Rd,Leesburg,483212,39.153039,-77.52643,20176
zzw-22j@63f-s3r-2tv,sg:420ac9fac42e45ac8f742aac3f78d7ef,Melissa W Weiss NP,2900 Lamb Cir Ste 300,Christiansburg,621111,37.088861,-80.505151,24073
226-222@63f-ybp-m8v,sg:4af07ce033594ffd8d05a08222de9d77,Christ Episcopal Church,120 Church St NE,Blacksburg,813110,37.230509000000005,-80.413358,24060
226-222@63r-ss2-35z,sg:18028eaa394049569fb3663800689de8,Jo-Ann Fabric and Craft Stores,502 Fort Evans Rd,Leesburg,451130,39.108002,-77.530697,20176
222-222@63f-rvs-5mk,sg:201c556b2ce44a71b574d80097bd99ad,Curtis Motor,415 Roanoke St,Christiansburg,,37.130007,-80.399286,24073
223-223@63f-wgz-73q,sg:52c637a5f46d48688ca4c6b13249699c,LoanMax,2105 Roanoke St,Christiansburg,522291,37.135049,-80.369452,24073
223-223@63f-yb6-mkz,sg:fff4ea11885e45869d5ad894bf58a9cd,Exxon Mobil,1401 Tyler Ave,Radford,447110,37.128541999999996,-80.541264,24141
222-224@63f-ybp-m49,sg:2b72c2408b174fdb92f9cef4698beba7,Jimmy John's,217 College Ave,Blacksburg,722513,37.229787,-80.416442,24060
22w-222@63r-srz-rc5,sg:471ffc657b004713bae76c06dce591a9,Major Moving,161 Fort Evans Rd NE Ste 250,Leesburg,484210,39.108489,-77.541475,20176
226-223@63f-tx6-qj9,sg:d686450261994734ae345cd1f281a4ad,Weight Watchers,5382 Grace St,Dublin,812191,37.085829,-80.68451800000001,24084
22f-222@63r-srz-dy9,sg:f7115e8d08d846c283bf41a491cce42d,Tommy Hilfiger,241 Fort Evans Rd NE Ste 701,Leesburg,448140,39.106625,-77.53867199999999,20176
222-222@63f-rw3-zxq,sg:4ec68a27ca124f5b89bac4204e9fbdd0,Sayers Marta C MD Facc,1201 Elm St,Christiansburg,621111,37.144659999999995,-80.41469000000001,24073
22f-222@63r-syc-nyv,sg:7549db34f9464155a15a05c6f8a532ed,Lansdowne Orthodontics,19415 Deerfield Ave Ste 306,Lansdowne,621210,39.079418,-77.47751,20176
zzy-223@63r-ss2-d9z,sg:8b304023797941da8ab4a392d512cb47,Ronald Buro,230 Fort Evans Rd NE,Leesburg,621210,39.110583,-77.536486,20176
225-222@63f-rvy-6tv,sg:0a2b9d07acf845aa91b78b47525c93cf,Tractor Supply Co.,1542 Roanoke St,Christiansburg,444130,37.134976,-80.37870500000001,24073
zzy-225@63f-s3r-2tv,sg:2106e9e5abad4c85a608ff91f784e33f,Patricia Beauzile M D,2900 Lamb Cir Ste 202,Christiansburg,621111,37.089265999999995,-80.505619,24073
222-223@63f-ybx-26k,sg:2c761333c4be43a4bb28fac2f33ba6b9,Joco Mart,1935 Cambria St NE,Christiansburg,445110,37.151617,-80.41067,24073
222-22d@63r-syc-nyv,sg:7d024da5556b464c82fc8c7be1ba4625,Mari Parker FNP BC,19415 Deerfield Ave,Lansdowne,621111,39.079411,-77.477526,20176
zzy-222@63f-wgj-9cq,sg:922038182f82464b9b079f335ace6d8d,East Coasters Bike Shop,1400 South Main Streetsuite 3,Blacksburg,451110,37.215053000000005,-80.40168800000001,24060
225-222@63f-yj5-975,sg:07fd1fdfd8d242a6b421a0e44e56b078,Ciro's Pizza,248 E Main St,Dublin,722511,37.103835,-80.68535899999999,24084
222-222@63f-ybx-26k,sg:17fbe5dd93b24a4c99a103ed83d3a7a6,Exxon Mobil,1935 Cambria St NE,Christiansburg,447110,37.151723,-80.410646,24073
22q-223@63r-ss3-snq,sg:5b2454fd11874f86946651efc10b0d54,Leesburg Virginia Dialysis,224D Cornwall St NW Ste 100,Leesburg,621492,39.119372999999996,-77.569056,20176
zzw-223@63f-ybw-wp9,sg:0eeb320436b540a2abf5e6f1830621d8,Beltone,201 Wheatland Ct,Christiansburg,446199,37.158241,-80.416016,24073
222-222@63f-y8x-rff,sg:8fac9b56090341dba7c5e2a32b576ec2,Sunoco,4351 Prices Fork Rd,Prices Fork,447110,37.207644,-80.49510699999999,24060
22b-223@63r-syc-qzz,sg:d16b711be6fa456495d249bb9522c55b,LabCorp,44035 Riverside Pkwy Ste 310,Lansdowne,621511,39.075140999999995,-77.478406,20176
22c-222@63f-yc2-kvf,sg:07fff44876cb4167b8e8353c925639c6,Inside Out Salon,436 Peppers Fry Rd NW,Christiansburg,812112,37.161861,-80.432877,24073
223-222@63f-ykx-s89,sg:3d9fced0f97c49a98cdc50a8c7316528,Auto Shine,6101 Fulk Dr,Fairlawn,811192,37.150427,-80.58426700000001,24141
222-222@63f-s3z-hdv,sg:502a3043f6e347358886c16933fbcdee,Rhythm of Birth,2840 7 Mile Tree Rd,Christiansburg,621410,37.095898,-80.48009499999999,24073
226-223@63f-ybn-975,sg:ab9303b1850846d7b1ae95ef40172433,Crouse Roy PHD,820 University City Blvd,Blacksburg,621330,37.234595,-80.431945,24060
225-223@63f-ybt-zmk,sg:fcca9588a7d54e099886e21fab91ef9b,Sleep Disorders Network of Virginia,2955 Market St Ste B1,Christiansburg,621111,37.16985,-80.419478,24073
22h-222@63f-wgj-99f,sg:59f32f689e0b4a57b5183b95efeece0c,Hello Bagel,1344 S Main St Ste 2,Blacksburg,722513,37.215592,-80.401911,24060
224-222@63r-ss2-cdv,sg:7617082da5f54b369b4e3f1013a1542d,Dairy Queen,548 Fort Evans Rd,Leesburg,722513,39.105761,-77.52721,20176
226-223@63f-yc2-cbk,sg:5724fb0aeb894cae8630cb8a90050937,Western Union,202B Marshall Dr,Christiansburg,522390,37.162103,-80.425386,24073
222-223@63r-sy9-n5z,sg:9eebcf4f775f49479b288d3b2c5d8c2e,Starbucks,19350 Winmeade Dr,Lansdowne,722515,39.08077,-77.495879,20176
zzy-222@63r-syc-sbk,sg:074b413cbaaa4e11bb967dc8c9208325,Prosthetic Care Facility,44115 Woodridge Pkwy Step 180,Lansdowne,446199,39.077806,-77.47235400000001,20176
222-222@63f-yc3-rrk,sg:9fe9a6722fc948e09bf5a3c1499ca958,Jerome H Goldschmidt Jr M D,2600 Research Center Dr Ste A,Blacksburg,621111,37.195453,-80.404412,24060
224-222@63f-ybt-zj9,sg:e5d336d1c0924aec972b1de03a88471b,The Western Store,3015 N Franklin St,Christiansburg,448120,37.171324,-80.42021700000001,24073
222-222@63f-yc2-bkz,sg:064eab1e00d34589a4fe7fec73563cbb,Laurel Plaza,1000 Laurel St,Christiansburg,531120,37.161596,-80.420135,24073
22p-223@63r-sy9-nh5,sg:191213d3d8874a83bba8f7ea3955cc15,T'KiLa Mexican Kitchen & Bar,19345 Promenade Dr,Lansdowne,722511,39.081599,-77.495297,20176
225-222@63f-tx5-xh5,sg:36b05479d32b4e92b30dfe6aa2053f0e,Alliance Xpress Urgent Care,5275 Alexander Rd,Dublin,621493,37.081801,-80.69364,24084
zzy-222@63f-yby-249,sg:b71d026f653740059815a499b9e8e6c8,GraceLife Baptist Church,1640 Peppers Fry Rd NW,Christiansburg,813110,37.17205,-80.452478,24073
222-223@63f-s4m-j35,sg:bfc1cb33ccaa4c73aadf68f924e86274,Sportsman,2947 Little River Rd,Radford,722511,37.088453,-80.578383,24141
zzw-224@63f-wgh-5zz,sg:bfefedb08ab9478c9d02247280090718,Edward Jones,1901 S Main St Ste 4B,Blacksburg,523999,37.207337,-80.398168,24060
22c-223@63f-ybn-4vz,sg:0a4a3ab889b149da90ea4f38ab0db175,Marathon,1211 Toms Creek Rd,Blacksburg,447110,37.242927,-80.428673,24060
222-223@63f-yb4-sbk,sg:9fb286a403dc49679b670e358a2eecab,Commonwealth Senior Living,7486 Lee Hwy,Fairlawn,623312,37.140552,-80.579901,24141
229-222@63f-ybq-nqz,sg:e20fdc69557242a284906a6defb737ec,Tina's Gourmet,428 N Main St,Blacksburg,445110,37.231986,-80.41605,24060
22b-222@63f-rvr-2x5,sg:4284df7780b841c082c7df160e97d2f5,Mindful Touch LMT,12 Alleghany St,Christiansburg,812199,37.12455,-80.401234,24073
227-222@63f-yc3-st9,sg:91e35b464fee45e0bbbbf5bbab7e624f,Holistic Veterinary Consultants,2401 S Main St Ste F,Blacksburg,541940,37.200103000000006,-80.399695,24060
226-222@63f-s4t-2ff,sg:990a7a5fbfc540019c261325ea6ee16a,Central United Methodist Preschool,803 Wadsworth St,Radford,624410,37.126071,-80.571873,24141
zzy-222@63f-wht-wff,sg:fc56ec5c2467422b8f66036ca25f92f7,Subway,7130 Roanoke Street Bp Gas/Shawnee Mini Mart,Shawsville,722513,37.169686999999996,-80.25100400000001,24162
224-223@63f-rw4-3kf,sg:b3e612e6610745fabd6400014e815c04,Castle Rock Insurance Agency,128 Oaktree Blvd,Christiansburg,524210,37.148096,-80.416136,24073
223-222@63r-srr-pd9,sg:c582b1e731d1482caed2a3784e30c35e,Hair Cuttery,536 E Market St,Leesburg,812112,39.109407,-77.550628,20176
222-222@63f-yb4-jd9,sg:5541ceaf38a04fe9ba2ef61d936d2d63,McDonald's,7484 Lee Hwy,Fairlawn,722513,37.14229,-80.57990500000001,24141
222-222@63f-whc-skf,sg:3632dc8bca234354a2f6e2a56fc3456f,Spirit Wind Ministries,4316 Northfork Rd,Elliston,813110,37.241921000000005,-80.26988,24087
22d-222@63f-y9z-x5z,sg:b5d59099d7764136939ba53a212c2b84,Lincare,6910 Doral Dr Ste A,Fairlawn,621999,37.148953000000006,-80.535542,24141
zzw-223@63f-ybn-8jv,sg:f5e699062ea544edaf7dd60a801f6eed,The Music School Performing Arts Institute of Virginia,922 University City Blvd Ste 203,Blacksburg,512131,37.236542,-80.43398,24060
zzw-225@63r-sry-kcq,sg:6beb887ce7fb4142a3afb47473876b16,Western Union,700 Fieldstone Dr NE Ste 100,Leesburg,522390,39.1257,-77.546611,20176
224-223@63f-yb4-j9z,sg:43d9b57ec6b04c3593cbc208307aaba9,Pure,7447 Lee Hwy,Fairlawn,447110,37.143322999999995,-80.580308,24141
zzw-225@63r-srr-p7q,sg:5afd2bd9eea343b2ab420786834e4d58,Papa John's,525I E Market St Ste I,Leesburg,722513,39.108098,-77.552637,20176
zzw-222@63f-ybv-8sq,sg:b183f244511d4f62851069d9e0f1a1f2,United States Postal Service (USPS),350 Arbor Dr,Christiansburg,491110,37.16827,-80.41725500000001,24073
223-222@63f-w7p-xwk,sg:ffb825e8099c4e19ab9718e201346166,Sunset Deli Mart,10446 Roanoke Rd,Elliston,445120,37.233517,-80.19564799999999,24087
229-222@63f-ybp-mkz,sg:1f1d41646d904bdba5930ce376953c90,BB Cup,301 S Main St,Blacksburg,237110,37.22772,-80.411909,24060
22j-222@63f-ybq-mp9,sg:55d2cbfa8f4547b189702401517fb32d,Insomnia Cookies,620 N Main St Ste 103,Blacksburg,311811,37.234338,-80.41921500000001,24060
222-222@63f-yb4-sdv,sg:0e2ad60c8a224159879a4e9b81aae3d0,American Job Centers,6226 University Park Dr,Fairlawn,561311,37.138808000000004,-80.579348,24141
22s-222@63f-ybp-mff,sg:acb5c173e7be409da85c98b28a11b56f,T R Collection,208 N Main St Ste A,Blacksburg,453220,37.230497,-80.41490999999999,24060
223-222@63r-t9f-3kf,sg:31bfe504de7b4686a1a3f37f40a33df1,Elijah Gate Christian Center,13850 Freedom Center Ln,Leesburg,813110,39.231625,-77.554516,20176
225-222@63f-ybv-k75,sg:27b1cc298026487aa71adc798f8b3f2f,Zales,710 New River Rd,Christiansburg,448310,37.165454,-80.427065,24073
222-222@63f-wgj-bx5,sg:4ae7bfb426d14e3eb348266dc07d7054,KinderCare,1301 Rugby Ln,Blacksburg,624410,37.216516999999996,-80.404028,24060
zzw-228@63r-syc-2hq,sg:8cd6b6b29a684fdc927f5464e851de3d,Breast Care Consultants,44055 Riverside Pkwy,Lansdowne,621111,39.074019,-77.477863,20176
zzz-222@63f-yj4-wx5,sg:55d67dc0eda64611bd9299db7ce7bbae,Lions Club Park,Dunlap Rd,Dublin,712190,37.102241,-80.67619300000001,24084
222-222@63f-yc2-9xq,sg:85f140a280d84c81a30009b8c858d267,National Bank Virginia,120 Peppers Fry Rd NE,Christiansburg,522110,37.163445,-80.42173000000001,24073
223-222@63f-rw2-zvf,sg:a25c49a6e6b94898a8fc389d14b262d2,Little River Pool & Spa A BioGuard Platinum Dealer,940 N Franklin St,Christiansburg,423910,37.141233,-80.415547,24073
zzz-222@63r-stm-jgk,sg:4ab17d89de2340c2bf29fab9ff0f078e,Potomac Crossing Park,508 Shanks Evans Rd NE Leesburg Va 20176,Leesburg,712190,39.125173,-77.528432,20176
zzw-222@63f-rw3-5j9,sg:9ca870ccc2484627b7c48d9272c7d619,Asbury United Methodist Church,500 Stuart St,Christiansburg,813110,37.13324,-80.409373,24073
226-223@63r-srr-p9z,sg:0732c68097fe4f6aba1ef6f0c2ccddea,Pro Fit Ski & Skate,545 E Market St Ste D,Leesburg,451110,39.107587,-77.551753,20176
222-222@63r-srg-td9,sg:16dddae2df5548e5a805669949e3cd23,Family First International Inc,17151 Bold Venture Dr,Leesburg,813110,39.141688,-77.603484,20176
226-222@63f-tx6-2kz,sg:3fb3c094b1ae42a492204aa823843e54,Russell Cellular,5259 Alexander Rd,Dublin,443142,37.085079,-80.692909,24084
226-223@63f-wgj-cyv,sg:01e62a494b88412a8d22c4201a126bf2,Lucie Monroe's,1301 S Main St,Blacksburg,722511,37.217284,-80.40005,24060
223-222@63f-wgj-8gk,sg:3708a24d0fd141918d815236c27df147,Freedom First Federal Credit Union,1204 S Main St,Blacksburg,522130,37.218533,-80.402628,24060
zzy-222@63f-ybp-hqz,sg:76b4a3ff2f8247a3ab719e925970d43c,Miriam Brancato BIS BCTMB,205 Washington St SW,Blacksburg,812199,37.226609,-80.41403299999999,24060
222-224@63f-s36-yvz,sg:3fcb6736dba04d40aac3a505a0d72775,Circle K Gas,5149 State Park Rd,Dublin,447110,37.085392999999996,-80.65127199999999,24084
223-223@63r-srz-sdv,sg:5dbcfd2a40ae47f39864d971fbf93bc8,Hair Time,24 Plaza St NE,Leesburg,812112,39.108715999999994,-77.549413,20176
222-223@63f-yby-8y9,sg:84a65b5631ff4543bccdbdfb49f80fc3,McClelland Chiropractic Clinic,155 Walters Dr,Christiansburg,621310,37.164609999999996,-80.442777,24073
zzw-222@63f-wgh-ks5,sg:db2bbb731f5b43918c9f787685b43861,Virginia Tech Montgomery Executive Airport,Virginia Tech/Montgomery Executive Airport,Blacksburg,488119,37.208949,-80.412049,24060
223-222@63f-ybv-b49,sg:74a68add97af4eaab8b0713db98e667f,Rose Tailor,2755 Market St,Christiansburg,811490,37.16778,-80.420429,24073
222-222@63r-sry-ch5,sg:802e514deeb94d99a07ad350149dee6f,First Citizens Bancshares,40 Catoctin Cir NE,Leesburg,522110,39.111884,-77.55512900000001,20176
222-222@63r-sy9-p5f,sg:33a55f33d72142a4b045d10ccd992a3b,Seldens Landing Elem,43345 Coton Commons Dr,Lansdowne,611110,39.083584,-77.501191,20176
224-224@63f-rw3-3qz,sg:5c756469bbe640d3926d7e606ddaa808,Dollar Store,112 W Main St,Christiansburg,452319,37.127534000000004,-80.410025,24073
22f-223@63r-syc-r8v,sg:98c74d2d9b274560afb2203f4e054ce4,Greenbrook TMS Ashburn,19455 Deerfield Ave Ste 210,Lansdowne,621330,39.077653000000005,-77.47728000000001,20176
zzw-222@63f-wgh-9cq,sg:0d57be80928943a2a48eaa0c89394d28,Zoës Kitchen,1560 S Main St,Blacksburg,722511,37.213378999999996,-80.400649,24060
223-222@63f-yb4-zs5,sg:661e595dcac4404db117a7d8e3c31d19,Roanoke Foot & Ankle At Radford,116 3rd Ave,Radford,621111,37.140107,-80.55830999999999,24141
223-222@63f-yc9-gtv,sg:19da468e2ea14b628ad1efc828f804b1,New Mount Zion Lutheran Church,2350 Poverty Creek Rd,Blacksburg,813110,37.229538,-80.522639,24060
zzy-222@63r-syb-zzz,sg:36d8a5c97f3c43d483a98067dca74e75,Claudio Iwamoto DDS MS,19490 Sandridge Way Ste 270,Lansdowne,621210,39.076862,-77.482037,20176
222-222@63f-ykx-rzf,sg:5f7a7eb9e172499a9fa061162c9d46ed,Truliant Federal Credit Union,7321 Peppers Ferry Blvd,Fairlawn,522130,37.148505,-80.585617,24141
zzw-222@63f-wgh-94v,sg:6ee048f590a247d1963d1e2edea3c2c9,Ashley Furniture HomeStore,1540 S Main St Ste 120,Blacksburg,442110,37.212481,-80.401131,24060
