"cbg_lon","cbg_lat","POI_lon","POI_lat","Distance"
-80.441983608909,37.0574211506616,-80.400882,37.197337,18.4144
-80.5445919841749,37.1227248377514,-80.412078,37.187565,19.7073
-80.2767409786788,37.1682945838885,-80.412078,37.187565,16.4337
-80.3987463322782,37.1433057723703,-80.412078,37.187565,7.147
-80.6519380294966,37.1456430959619,-80.412078,37.187565,30.177
-80.455075106728,37.2577588997268,-80.412078,37.187565,12.9609
-80.4057529453405,37.1034800438987,-80.412078,37.187565,14.1341
-80.4798034987174,37.1978533939219,-80.412078,37.187565,13.2385
-80.3968075828811,37.2119568724428,-80.412078,37.187565,3.792
-80.4578973784107,37.2345629223309,-80.412078,37.187565,10.1518
-80.3645492690478,37.0633966245455,-80.412078,37.187565,19.2536
-80.6618730464378,37.1985867034914,-80.412078,37.187565,43.822
-80.6148161341402,36.9917778564196,-80.412078,37.187565,33.3046
-80.7925377268328,37.0709766635988,-80.412078,37.187565,48.2803
-80.7655175774074,37.0502467887587,-80.412078,37.187565,43.0303
-80.441983608909,37.0574211506616,-80.412078,37.187565,17.5931
-80.4448135792378,37.118152929051,-80.505749,37.091805,12.1428
-80.5669989018417,37.1197972515933,-80.412893,37.186209,22.6859
-80.4448135792378,37.118152929051,-80.412893,37.186209,11.7759
-80.4578973784107,37.2345629223309,-80.412893,37.186209,10.1619
-80.4242339167959,37.153706162723,-80.412893,37.186209,5.9683
-80.5469199879583,37.1489623638227,-80.412893,37.186209,18.1164
-80.7655175774074,37.0502467887587,-80.41484,37.128413,35.2671
-80.6832781364396,37.1139501597423,-80.41484,37.128413,32.1136
-80.577657812116,37.1257874482377,-80.57827,37.13101,1.2598
-80.6772386549049,37.103724089189,-80.57827,37.13101,13.2396
-80.5469199879583,37.1489623638227,-80.57827,37.13101,6.8172
-80.3838843581547,37.1998723788212,-80.398654,37.207512,2.6394
-80.515236670511,37.0472249543106,-80.398654,37.207512,23.1423
-80.3645492690478,37.0633966245455,-80.398166,37.207134,21.1952
-80.441983608909,37.0574211506616,-80.398166,37.207134,19.5347
-80.3838843581547,37.1998723788212,-80.398166,37.207134,2.6843
-80.3832231374717,37.2301024616881,-80.398166,37.207134,5.7161
-80.5425001669868,37.2360813132422,-80.411365,37.228506,15.6736
-80.4798034987174,37.1978533939219,-80.400804,37.195878,13.0439
-80.3838843581547,37.1998723788212,-80.400804,37.195878,3.508
-80.455075106728,37.2577588997268,-80.413102,37.24831,5.983
-80.3756109112971,37.1632548804573,-80.413102,37.24831,12.3658
-80.3760695567766,37.2659953569513,-80.413102,37.24831,4.6882
-80.4057529453405,37.1034800438987,-80.414278,37.148326,8.7197
-80.3559510485379,37.1195735878574,-80.414278,37.148326,8.1802
-80.3756109112971,37.1632548804573,-80.414278,37.148326,5.9108
-80.5425001669868,37.2360813132422,-80.414278,37.148326,23.2899
-80.5425001669868,37.2360813132422,-80.413604,37.22579,15.8957
-80.3832231374717,37.2301024616881,-80.413604,37.22579,7.0212
-80.5469199879583,37.1489623638227,-80.444385,37.224851,16.9346
-80.4674991189843,37.1679253150927,-80.411883,37.129223,8.5578
-80.3308477595896,37.1342392377725,-80.444252,37.224758,21.046
-80.4448135792378,37.118152929051,-80.452632,37.21888,19.2869
-80.7239549807624,37.0746631067882,-80.451688,37.219012,33.4501
-80.3760695567766,37.2659953569513,-80.451688,37.219012,10.0133
-80.571014433521,37.1065725449696,-80.408399,37.187232,27.5023
-80.3645492690478,37.0633966245455,-80.408399,37.187232,19.292
-80.7479027179401,37.0583454300202,-80.726445,37.097875,7.8522
-80.7239549807624,37.0746631067882,-80.726445,37.097875,4.4077
-80.6519380294966,37.1456430959619,-80.726445,37.097875,10.5238
-80.6618730464378,37.1985867034914,-80.726445,37.097875,18.7558
-80.4057529453405,37.1034800438987,-80.726445,37.097875,36.7133
-80.401412518267,37.2505859024978,-80.409077,37.186596,11.7511
-80.4349699868985,37.1353908799497,-80.409067,37.186848,9.9815
-80.3756109112971,37.1632548804573,-80.409594,37.12811,6.5749
-80.4112567620754,37.122214165444,-80.409594,37.12811,1.1555
-80.5425001669868,37.2360813132422,-80.409594,37.12811,25.5817
-80.5469199879583,37.1489623638227,-80.409594,37.12811,21.3462
-80.4242339167959,37.153706162723,-80.398051,37.206293,7.8092
-80.588659092602,37.1420349680632,-80.57064,37.129741,4.0721
-80.569406391956,37.1307413098116,-80.57064,37.129741,0.2159
-80.6882720518082,37.0659124619487,-80.409011,37.225155,41.8036
-80.4112567620754,37.122214165444,-80.568371,37.128485,16.7265
-80.7626175539273,37.0920040550043,-80.568371,37.128485,21.692
-80.6832781364396,37.1139501597423,-80.568371,37.128485,13.1245
-80.3559510485379,37.1195735878574,-80.41469,37.14466,8.5772
-80.4242339167959,37.153706162723,-80.41469,37.14466,1.9075
-80.3559510485379,37.1195735878574,-80.409141,37.188036,11.3874
-80.3922175700098,37.1282271997738,-80.409141,37.188036,11.2099
-80.4057529453405,37.1034800438987,-80.409141,37.188036,14.0711
-80.7592362688245,37.0231249518496,-80.418969,37.169917,45.1327
-80.4242339167959,37.153706162723,-80.418969,37.169917,3.6574
-80.5669989018417,37.1197972515933,-80.418969,37.169917,20.375
-80.3756109112971,37.1632548804573,-80.505653,37.089172,17.6321
-80.7818835323882,37.0430353335215,-80.505653,37.089172,28.037
-80.2143472882027,37.1892808257682,-80.505653,37.089172,37.1948
-80.6832781364396,37.1139501597423,-80.505653,37.089172,23.0432
-80.5857433181278,37.1180677036741,-80.505653,37.089172,11.8506
-80.451145901738,37.2182936059917,-80.505653,37.089172,25.8197
-80.7592362688245,37.0231249518496,-80.505653,37.089172,30.5999
-80.4578973784107,37.2345629223309,-80.505653,37.089172,27.9245
-80.7626175539273,37.0920040550043,-80.505653,37.089172,28.7601
-80.3760695567766,37.2659953569513,-80.505653,37.089172,36.3186
-80.6074967530565,37.048068629123,-80.505653,37.089172,16.8133
-80.4187857255849,37.2596586015505,-80.505653,37.089172,29.7227
-80.4112567620754,37.122214165444,-80.505653,37.089172,10.985
-80.7099814276424,37.0154040754411,-80.505653,37.089172,28.2502
-80.435996010411,37.2354702154835,-80.505653,37.089172,25.8903
-80.4136925837937,37.2230868709393,-80.505653,37.089172,24.5372
-80.571014433521,37.1065725449696,-80.576235,37.13186,4.0173
-80.5469199879583,37.1489623638227,-80.576235,37.13186,6.6728
-80.4065037385558,37.2332991461168,-80.413922,37.231758,0.9131
-80.4448135792378,37.118152929051,-80.413922,37.231758,19.9801
-80.6519380294966,37.1456430959619,-80.688503,37.10366,6.278
-80.6832781364396,37.1139501597423,-80.568414,37.129355,13.0431
-80.6832781364396,37.1139501597423,-80.720161,37.099011,4.6323
-80.4242339167959,37.153706162723,-80.411901,37.131364,3.2638
-80.8147224281089,37.0113711880362,-80.411901,37.131364,47.2664
-80.4349699868985,37.1353908799497,-80.411901,37.131364,2.9416
-80.3987463322782,37.1433057723703,-80.414668,37.14454,1.7492
-80.4230522771977,37.1949907774553,-80.409461,37.224861,7.1782
-80.3832231374717,37.2301024616881,-80.409461,37.224861,6.4604
-80.3838843581547,37.1998723788212,-80.684046,37.105665,33.5037
-80.7239549807624,37.0746631067882,-80.684046,37.105665,6.6703
-80.577657812116,37.1257874482377,-80.568454,37.12838,1.4318
-80.4448135792378,37.118152929051,-80.568454,37.12838,16.5236
-80.5857433181278,37.1180677036741,-80.580191,37.138962,4.3412
-80.3760695567766,37.2659953569513,-80.582766,37.148929,25.9742
-80.6836351235132,37.1035335451954,-80.582766,37.148929,11.3624
-80.3987463322782,37.1433057723703,-80.444225,37.224789,13.641
-80.4574066136827,37.2097752851342,-80.444225,37.224789,3.7011
-80.3355647241491,37.2867746647256,-80.444225,37.224789,17.5883
-80.4265775467405,37.2475329638377,-80.444225,37.224789,3.9933
-80.4065037385558,37.2332991461168,-80.411287,37.252573,2.907
-80.3838843581547,37.1998723788212,-80.411287,37.252573,7.6049
-80.2766013649233,37.2228378355445,-80.411287,37.252573,24.3049
-80.4798034987174,37.1978533939219,-80.41329,37.186363,13.2759
-80.6519380294966,37.1456430959619,-80.41329,37.186363,30.2145
-80.2524041834074,37.1182730391629,-80.257703,37.168279,8.5457
-80.5155951820541,37.165731378536,-80.41404,37.186745,12.5611
-80.5425001669868,37.2360813132422,-80.41404,37.186745,18.7896
-80.7626175539273,37.0920040550043,-80.41404,37.186745,37.9547
-80.5155951820541,37.165731378536,-80.419626,37.169883,10.036
-80.2143472882027,37.1892808257682,-80.419626,37.169883,28.9493
-80.4574066136827,37.2097752851342,-80.419626,37.169883,12.1649
-80.4578973784107,37.2345629223309,-80.419626,37.169883,12.1966
-80.5669989018417,37.1197972515933,-80.419626,37.169883,20.3081
-80.3308477595896,37.1342392377725,-80.411228,37.227051,18.9596
-80.4674991189843,37.1679253150927,-80.718259,37.09709,25.6228
-80.5955465151115,37.1710427158253,-80.558308,37.140068,6.7422
-80.5669989018417,37.1197972515933,-80.558308,37.140068,4.3613
-80.7099814276424,37.0154040754411,-80.558308,37.140068,29.5462
-80.4674991189843,37.1679253150927,-80.413453,37.146938,6.5222
-80.3645492690478,37.0633966245455,-80.413453,37.146938,13.8957
-80.4112567620754,37.122214165444,-80.409359,37.186426,8.6886
-80.7752324849309,36.966296664316,-80.413352,37.147949,47.6338
-80.4057529453405,37.1034800438987,-80.414047,37.14952,8.8629
-80.6882720518082,37.0659124619487,-80.413437,37.146946,32.3167
-80.6836351235132,37.1035335451954,-80.413437,37.146946,33.2601
-80.5955465151115,37.1710427158253,-80.395099,37.130329,22.1065
-80.3922175700098,37.1282271997738,-80.395099,37.130329,0.5078
-80.588659092602,37.1420349680632,-80.395099,37.130329,19.8411
-80.4349699868985,37.1353908799497,-80.413842,37.147046,4.7953
-80.6519380294966,37.1456430959619,-80.688501,37.103702,6.2743
-80.8147224281089,37.0113711880362,-80.688501,37.103702,22.8219
-80.5001036653361,37.1189082856858,-80.688501,37.103702,23.3881
-80.571014433521,37.1065725449696,-80.688501,37.103702,16.4506
-80.6832781364396,37.1139501597423,-80.419493,37.17063,26.872
-80.451145901738,37.2182936059917,-80.570215,37.130035,20.4299
-80.455075106728,37.2577588997268,-80.414819,37.187679,13.2458
-80.4242339167959,37.153706162723,-80.41372,37.148001,1.4533
-80.441983608909,37.0574211506616,-80.419483,37.169846,15.2391
-80.3756109112971,37.1632548804573,-80.419483,37.169846,7.9412
-80.4674991189843,37.1679253150927,-80.414849,37.187657,7.86
-80.455075106728,37.2577588997268,-80.577859,37.130759,24.2156
-80.5469199879583,37.1489623638227,-80.577859,37.130759,6.808
-80.3645492690478,37.0633966245455,-80.577859,37.130759,27.7641
-80.5669989018417,37.1197972515933,-80.577859,37.130759,2.2273
-80.4057529453405,37.1034800438987,-80.577859,37.130759,25.0995
-80.4227972136879,37.235117704572,-80.42043,37.23362,0.7205
-80.4674991189843,37.1679253150927,-80.42043,37.23362,16.6592
-80.3559510485379,37.1195735878574,-80.42043,37.23362,18.9205
-80.4448135792378,37.118152929051,-80.42043,37.23362,19.2364
-80.515236670511,37.0472249543106,-80.42043,37.23362,28.7163
-80.4451458681351,37.2162242040867,-80.42043,37.23362,4.2592
-80.3832231374717,37.2301024616881,-80.42043,37.23362,8.1663
-80.411526759471,37.2088825184289,-80.42043,37.23362,6.5902
-80.400634192601,37.2208104225205,-80.42043,37.23362,2.8491
-80.5469199879583,37.1489623638227,-80.42043,37.23362,19.2588
-80.4162379647936,37.2355524058656,-80.42043,37.23362,0.966
-80.6148161341402,36.9917778564196,-80.42043,37.23362,40.7752
-80.6232117753577,37.106602293345,-80.42043,37.23362,32.0317
-80.4230522771977,37.1949907774553,-80.400803,37.195858,4.1169
-80.441983608909,37.0574211506616,-80.400803,37.195858,18.6544
-80.451145901738,37.2182936059917,-80.398339,37.206028,8.6473
-80.3559510485379,37.1195735878574,-80.398339,37.206028,13.3039
-80.6832781364396,37.1139501597423,-80.683986,37.105729,1.5596
-80.7595876023879,37.0646169001196,-80.414814,37.187535,38.7362
-80.455075106728,37.2577588997268,-80.414814,37.187535,13.2621
-80.4187857255849,37.2596586015505,-80.398389,37.205269,7.9199
-80.4084637473875,37.1366504048481,-80.400882,37.197337,8.2401
-80.4674991189843,37.1679253150927,-80.400882,37.197337,8.6217
-80.5469199879583,37.1489623638227,-80.400882,37.197337,19.2038
-80.5425001669868,37.2360813132422,-80.412078,37.187565,18.6322
-80.4126480015464,37.2401061013131,-80.412078,37.187565,10.1574
-80.8475240804368,37.0479476470839,-80.412078,37.187565,51.27
-80.7792492271022,37.0540035107552,-80.412078,37.187565,44.9496
-80.3760695567766,37.2659953569513,-80.412078,37.187565,18.5459
-80.5469199879583,37.1489623638227,-80.412078,37.187565,18.1063
-80.4306709876565,37.1726889683906,-80.412078,37.187565,5.9219
-80.3760695567766,37.2659953569513,-80.409473,37.187137,18.4213
-80.4798034987174,37.1978533939219,-80.412893,37.186209,13.2485
-80.400634192601,37.2208104225205,-80.412893,37.186209,4.6973
-80.3987463322782,37.1433057723703,-80.412893,37.186209,7.1571
